31016,近鉄生駒線,ikoma_line,pr,近鉄生駒線,いこません,31016
31017,近鉄田原本線,tawaramoto_line,pr,近鉄田原本線,たわらもとせん,31017
31018,近鉄御所線,gose_line,pr,近鉄御所線,ごせせん,31018
31019,近鉄鈴鹿線,suzuka_line,pr,近鉄鈴鹿線,すずかせん,31019
31020,近鉄奈良線,kintetsunara_line,pr,近鉄奈良線,きんてつならせん,31020
31021,近鉄信貴線,shigi_line,pr,近鉄信貴線,しぎせん,31021
31022,近鉄長野線,kintetsunagano_line,pr,近鉄長野線,きんてつながのせん,31022
31023,近鉄けいはんな線,keihanna_line,pr,近鉄けいはんな線,けいはんなせん,31023
31024,近鉄西信貴ケーブル,nishishigicable,pr,近鉄西信貴ケーブル,にししぎけーぶる,31024
31025,近鉄京都線,kyoto_line,pr,近鉄京都線,きょうとせん,31025
31026,近鉄生駒ケーブル,ikomacable,pr,近鉄生駒ケーブル,いこまけーぶる,31026
31027,近鉄名古屋線,nagoya_line,pr,近鉄名古屋線,なごやせん,31027
32001,南海本線,nankaihonsen,pr,南海本線,なんかいほんせん,32001
32002,南海空港線,nankaikuko_line,pr,南海空港線,なんかいくうこうせん,32002
32003,南海和歌山港線,wakayamako_line,pr,南海和歌山港線,わかやまこうせん,32003
32004,南海高師浜線,takashinohama_line,pr,南海高師浜線,たかしのはません,32004
32005,南海加太線,kada_line,pr,南海加太線,かだせん,32005
32006,南海多奈川線,tanagawa_line,pr,南海多奈川線,たながわせん,32006
32007,南海高野線,koya_line,pr,南海高野線,こうやせん,32007
32008,南海高野山ケーブル,koyasancable,pr,南海高野山ケーブル,こうやさんけーぶる,32008
32009,南海汐見橋線,shiomibashi,pr,南海汐見橋線,しおみばしせん,32009
33001,京阪本線,keihanhonsen,pr,京阪本線,けいはんほんせん,33001
33002,京阪宇治線,uji_line,pr,京阪宇治線,うじせん,33002
33003,京阪交野線,katano_line,pr,京阪交野線,かたのせん,33003
33004,京阪鴨東線,oto_line,pr,京阪鴨東線,おうとうせん,33004
33005,京阪男山ケーブル,otokoyamacable,pr,京阪男山ケーブル,おとこやまけーぶる,33005
33006,京阪石山坂本線,ishiyamasakamoto_line,pr,京阪石山坂本線,いしやまさかもとせん,33006
33007,京阪京津線,keishin_line,pr,京阪京津線,けいしんせん,33007
33008,京阪中之島線,nakanoshima_line,pr,京阪中之島線,なかのしません,33008
34001,阪急神戸本線,kobehonsen,pr,阪急神戸本線,こうべほんせん,34001
34002,阪急宝塚本線,takaradukahonsen,pr,阪急宝塚本線,たからづかほんせん,34002
34003,阪急京都本線,kyotohonsen,pr,阪急京都本線,きょうとほんせん,34003
34004,阪急今津線,imadu_line,pr,阪急今津線,いまづせん,34004
34005,阪急甲陽線,koyo_line,pr,阪急甲陽線,こうようせん,34005
34006,阪急伊丹線,itami_line,pr,阪急伊丹線,いたみせん,34006
34007,阪急箕面線,mino_line,pr,阪急箕面線,みのおせん,34007
34008,阪急千里線,senri_line,pr,阪急千里線,せんりせん,34008
34009,阪急嵐山線,arashiyama_line,pr,阪急嵐山線,あらしやません,34009
35001,阪神本線,hanshinhonsen,pr,阪神本線,はんしんほんせん,35001
35002,阪神なんば線,hanshinnamba_line,pr,阪神なんば線,はんしんなんばせん,35002
35003,阪神武庫川線,mukogawa_line,pr,阪神武庫川線,むこがわせん,35003
36001,西鉄天神大牟田線,tenjinomuta_line,pr,西鉄天神大牟田線,てんじんおおむたせん,36001
36002,西鉄太宰府線,dazaifu_line,pr,西鉄太宰府線,だざいふせん,36002
36003,西鉄甘木線,amagi_line,pr,西鉄甘木線,あまぎせん,36003
36004,西鉄貝塚線,kaiduka_line,pr,西鉄貝塚線,かいづかせん,36004
99101,東西線,sapporoshieitozai_line,metro,札幌市営地下鉄東西線,さっぽろしえいとうざいせん,99101
99102,南北線,sapporoshieinamboku_line,metro,札幌市営地下鉄南北線,さっぽろしえいなんぼくせん,99102
99103,東豊線,toho_line,metro,札幌市営地下鉄東豊線,とうほうせん,99103
99104,山鼻線,yamahana_line,pr,札幌市電山鼻線,やまはなせん,99104
99105,函館市電２系統,hakodateshiden2,pr,函館市電２系統,はこだてしでん2,99105
99106,函館市電５系統,hakodateshiden5,pr,函館市電５系統,はこだてしでん5,99106
99107,北海道ちほく高原鉄道,chihokukogentetsudo,pr,北海道ちほく高原鉄道,ちほくこうげんてつどう,99107
99201,津軽鉄道,tsugarutetsudo,pr,津軽鉄道,つがるてつどう,99201
99202,弘南線,konan_line,pr,弘南鉄道弘南線,こうなんせん,99202
99203,大鰐線,owani_line,pr,弘南鉄道大鰐線,おおわにせん,99203
99204,十和田観光電鉄,towadakankodentetsu,pr,十和田観光電鉄,とわだかんこうでんてつ,99204
99205,いわて銀河鉄道,iwategingatetsudo,pr,いわて銀河鉄道,いわてぎんがてつどう,99205
99206,青い森鉄道,aoimoritetsudo,pr,青い森鉄道,あおいもりてつどう,99206
99207,北リアス線,kitarias_line,pr,三陸鉄道北リアス線,きたリアスせん,99207
99208,南リアス線,minamirias_line,pr,三陸鉄道南リアス線,みなみリアスせん,99208
99209,秋田内陸縦貫鉄道,akitanairikujukantetsudo,pr,秋田内陸縦貫鉄道,あきたないりくじゅうかんてつどう,99209
99210,由利高原鉄道,yurikogentetsudo,pr,由利高原鉄道,ゆりこうげんてつどう,99210
99211,フラワー長井線,flowernagai_line,pr,山形鉄道フラワー長井線,ふらわーながいせん,99211
99213,阿武隈急行,abukumakyuko_line,pr,阿武隈急行,あぶくまきゅうこうせん,99213
99214,南北線,sendaishieinamboku_line,metro,仙台市営地下鉄南北線,せんだいしえいなんぼくせん,99214
99215,福島交通飯坂線,iizaka_line,pr,福島交通飯坂線,いいざかせん,99215
99216,会津鉄道,aidutetsudo,pr,会津鉄道,あいづてつどう,99216
99217,仙台空港線,sendaikuko_line,pr,仙台空港線,せんだいくうこうせん,99217
99301,都営大江戸線,oedo_line,pr,都営大江戸線,おおえどせん,99301
99302,都営浅草線,asakusa_line,pr,都営浅草線,あさくさせん,99302
99303,都営三田線,mita_line,pr,都営三田線,みたせん,99303
99304,都営新宿線,shinjuku_line,pr,都営新宿線,しんじゅくせん,99304
99305,都営都電荒川線,todenarakawa_line,pr,都営都電荒川線,とでんあらかわせん,99305
99306,秩父鉄道,chichibutetsudo,pr,秩父鉄道,ちちぶてつどう,99306
